name,description,stars,language,forks,url,created_at,updated_at,category,language_detected
rahatzamancse/Traffic-Rules-Violation-Detection,The System consists of two main components. Vehicle detection model and A graphical user interface (GUI),154,Python,48,https://github.com/rahatzamancse/Traffic-Rules-Violation-Detection,2018-10-23 08:27:40+00:00,2024-09-12 01:18:08+00:00,UX Related,en
Etto48/HexPatch,HexPatch: a binary patcher and editor written in Rust with terminal user interface (TUI).,154,Rust,7,https://github.com/Etto48/HexPatch,2024-03-03 15:05:47+00:00,2024-10-05 06:22:50+00:00,UX Related,en
gwu-libraries/sfm-ui,Social Feed Manager user interface application.,153,Python,25,https://github.com/gwu-libraries/sfm-ui,2015-07-27 18:03:43+00:00,2024-08-24 00:40:50+00:00,UX Application,en
integrativesoft/lara,Lara Web Engine is a lightweight C# framework for web user interface development.,153,C#,9,https://github.com/integrativesoft/lara,2019-05-14 12:38:55+00:00,2024-09-22 11:48:25+00:00,UX Tool,en
stan-dev/cmdstanpy,CmdStanPy is a lightweight interface to Stan for Python users which provides the necessary objects and functions to compile a Stan program and fit the model to data using CmdStan.,151,Python,69,https://github.com/stan-dev/cmdstanpy,2019-01-02 23:18:04+00:00,2024-10-04 19:57:49+00:00,Uncategorized,en
VendelinSlezak/BleskOS,"32-bit operating system written from scratch, with alternative user interface, designed for older computers with intention to provide system that will make them usable again",151,C,12,https://github.com/VendelinSlezak/BleskOS,2020-08-24 13:31:25+00:00,2024-10-05 16:56:28+00:00,UX Related,en
aza547/wow-recorder,"A desktop screen recorder application that records and saves videos of in-game World of Warcraft encounters, and provides a graphical user interface to view the replays. It is free, open source and contains no adverts.",151,TypeScript,29,https://github.com/aza547/wow-recorder,2022-05-12 16:31:53+00:00,2024-09-24 21:49:30+00:00,UX Application,en
safing/portmaster-ui,User Interfaces for Portmaster,150,CSS,20,https://github.com/safing/portmaster-ui,2019-01-24 14:44:18+00:00,2024-10-04 00:27:17+00:00,UX Related,en
starknet-io/starkgate-frontend,Bridge interface allows users to transfer ERC20 tokens from Ethereum to StarkNet and vice versa.,149,JavaScript,84,https://github.com/starknet-io/starkgate-frontend,2021-11-24 14:05:33+00:00,2024-09-27 14:53:16+00:00,Uncategorized,en
07akioni/treemate,Manipulating tree data structure for user interface,148,TypeScript,20,https://github.com/07akioni/treemate,2020-08-12 13:40:48+00:00,2024-08-07 09:01:54+00:00,UX Related,en
mesh0000/poolui,User interface based on Monero Pool API developed by Snipa - https://github.com/Snipa22/nodejs-pool ,148,HTML,155,https://github.com/mesh0000/poolui,2017-02-13 14:09:36+00:00,2024-09-01 06:42:00+00:00,UX Tool,en
louh/lcars,A responsive layout for Star Trek's LCARS user interface made completely in HTML/CSS/JavaScript.,148,Vue,18,https://github.com/louh/lcars,2020-08-25 20:47:38+00:00,2024-09-14 16:58:39+00:00,UX Related,en
shanecoughlan/OpenGEM,OpenGEM is a non-multitasking 16-bit graphical user interface (GUI) for DOS. It is an extended distribution of FreeGEM that includes features of the original Digital Research GEM. Learn more here: http://www.opendawn.com/opengem/,148,C,22,https://github.com/shanecoughlan/OpenGEM,2017-07-03 13:04:41+00:00,2024-10-02 03:28:31+00:00,UX Related,en
SolidOS/solid-ui,User Interface widgets and utilities for Solid,147,TypeScript,39,https://github.com/SolidOS/solid-ui,2016-04-21 15:22:48+00:00,2024-09-18 22:26:29+00:00,UX Related,en
LudiKha/Graphene,Graphene for Unity UI Toolkit is a lightweight and modular framework for building user interfaces,147,C#,9,https://github.com/LudiKha/Graphene,2020-09-13 17:53:35+00:00,2024-07-25 18:52:22+00:00,UX Tool,en
xuningjack/custom_seekbar,SeekBar with the custom user interface. （自定义UI样式的可选进度条）,146,Java,53,https://github.com/xuningjack/custom_seekbar,2017-02-28 08:33:02+00:00,2024-09-11 03:25:28+00:00,UX Related,en
localvoid/kivi,[UNMAINTAINED] Javascript (TypeScript) library for building web user interfaces,145,TypeScript,8,https://github.com/localvoid/kivi,2015-01-24 19:47:02+00:00,2024-02-23 19:57:06+00:00,UX Tool,en
7thFACTOR/horus_ui,HorusUI Immediate Mode Graphical User Interface,144,C,13,https://github.com/7thFACTOR/horus_ui,2017-12-24 13:39:44+00:00,2024-10-02 23:27:33+00:00,UX Related,en
Aanok/jftui,Jellyfin Terminal User Interface,144,C,7,https://github.com/Aanok/jftui,2019-02-22 22:00:25+00:00,2024-10-01 14:24:18+00:00,UX Related,en
dutchcoders/cloudman,Textual user interface to manage ec2 instances.,143,Rust,12,https://github.com/dutchcoders/cloudman,2020-06-05 18:42:16+00:00,2024-09-27 11:50:55+00:00,UX Related,en
mglaman/conductor,A Composer user interface built using Electron.,142,JavaScript,12,https://github.com/mglaman/conductor,2016-10-22 01:48:33+00:00,2024-04-26 12:40:54+00:00,UX Related,en
iamralpht/gravitas,"A super fast, super small Physics Engine for super awesome User Interface",142,Java,9,https://github.com/iamralpht/gravitas,2014-10-26 23:25:22+00:00,2024-08-24 02:05:01+00:00,UX Related,en
mcobzarenco/zi,"An incremental, declarative library for building terminal user interfaces in Rust.",142,Rust,7,https://github.com/mcobzarenco/zi,2020-07-05 23:58:07+00:00,2024-08-10 03:39:05+00:00,UX Tool,en
mljar/automl-app,AutoML Web App - build Machine Learning pipeline in automatic way with Graphical User Interface (GUI). You can run app locally!,142,Jupyter Notebook,15,https://github.com/mljar/automl-app,2023-07-05 14:30:04+00:00,2024-09-27 07:08:30+00:00,UX Application,en
Vontigo/Vontigo,"🛸 Vontigo is an open-source CMS built with SvelteKit, featuring 🤖 AI-powered (ChatGPT) content generation. With fast page loads and seamless routing, Vontigo offers a user-friendly interface with customizable themes and templates.",142,Svelte,51,https://github.com/Vontigo/Vontigo,2023-04-14 14:47:49+00:00,2024-10-03 15:26:19+00:00,Uncategorized,en
hggeorgiev/CentroUI,CentroUI is a library for building user interfaces for WebVR,141,JavaScript,20,https://github.com/hggeorgiev/CentroUI,2017-05-28 11:23:32+00:00,2024-02-18 05:52:39+00:00,UX Tool,en
YEWl/feedbro-locale,FeedBro RSS Chinese User Interface locale file.,139,,30,https://github.com/YEWl/feedbro-locale,2019-11-01 04:20:03+00:00,2024-09-13 03:39:56+00:00,UX Related,en
ngundotra/code2pix,code2pix: Generating Graphical User Interfaces from Code (A Differentiable Compiler),139,Jupyter Notebook,34,https://github.com/ngundotra/code2pix,2018-06-02 18:54:30+00:00,2024-05-12 15:06:25+00:00,UX Related,en
uwolfer/qtemu,This project is UNMAINTAINED. QtEmu is a graphical user interface for QEMU written in Qt4. Active fork: https://gitlab.com/qtemu,139,C++,55,https://github.com/uwolfer/qtemu,2016-01-19 18:49:29+00:00,2024-10-06 14:11:56+00:00,UX Application,en
kickingvegas/casual-calc,Casual Calc - An opinionated Transient user interface for Emacs Calc.,139,Emacs Lisp,6,https://github.com/kickingvegas/casual-calc,2024-02-20 18:39:27+00:00,2024-10-06 20:00:11+00:00,UX Related,en
lispnik/iup,Common Lisp CFFI bindings to the IUP Portable User Interface library (pre-ALPHA),139,Common Lisp,7,https://github.com/lispnik/iup,2019-02-05 04:22:54+00:00,2024-10-06 19:15:29+00:00,UX Tool,en
jerrod-lankford/HAGearS3,Home Assistant user interface for the Samsung Gear S3/S2 (tizen os),138,JavaScript,44,https://github.com/jerrod-lankford/HAGearS3,2017-11-30 02:17:06+00:00,2024-07-26 00:26:18+00:00,UX Related,en
ckaznable/poketex,Simple Pokedex based on TUI(Terminal User Interface) ,138,Rust,10,https://github.com/ckaznable/poketex,2022-12-23 03:18:16+00:00,2024-10-06 15:34:06+00:00,UX Related,en
spokestack/spokestack-python,Spokestack is a library that allows a user to easily incorporate a voice interface into any Python application with a focus on embedded systems.,138,Python,14,https://github.com/spokestack/spokestack-python,2020-07-17 16:17:35+00:00,2024-04-22 13:28:20+00:00,Tool,en
open-dynaMIX/simple-mpv-webui,A web based user interface with controls for the mpv mediaplayer.,136,Lua,16,https://github.com/open-dynaMIX/simple-mpv-webui,2018-01-03 12:28:40+00:00,2024-09-28 11:48:06+00:00,UX Related,en
aws-solutions/data-transfer-hub,Seamless User Interface for replicating data into AWS.,135,TypeScript,22,https://github.com/aws-solutions/data-transfer-hub,2020-09-17 06:05:00+00:00,2024-10-01 19:05:18+00:00,UX Related,en
pvigier/gitamine,A graphical user interface for git,134,TypeScript,16,https://github.com/pvigier/gitamine,2018-12-06 19:35:41+00:00,2024-08-27 14:00:08+00:00,UX Related,en
ibilux/MobyDroid,"Android Device Manager with a Graphic User Interface (GUI) – Manage Android on Linux, Windows and MacOS.",134,Java,19,https://github.com/ibilux/MobyDroid,2018-04-01 16:01:54+00:00,2024-10-04 00:41:04+00:00,UX Related,en
jjewuz/JustNotes,"JustNotes is a simple and functional note-taking application. Beautiful design, user-friendly interface, all the necessary functions - all this in JustNotes!",134,Kotlin,7,https://github.com/jjewuz/JustNotes,2022-08-26 09:40:05+00:00,2024-09-29 09:49:28+00:00,Application,en
AmirBayat0/Food-Mobile-App-UI-Flutter,Food Delivery Mobile App User Interface Powered by Flutter and GetX! 🍔📲💫,133,Dart,28,https://github.com/AmirBayat0/Food-Mobile-App-UI-Flutter,2022-04-13 16:11:15+00:00,2024-09-07 07:16:33+00:00,UX Application,en
openfext/vue-admin-next,"Professional enterprise application with Vue Composition API, Multi-Module Design, Data Processing Flow and Friendly User Interface.",131,Vue,23,https://github.com/openfext/vue-admin-next,2020-03-29 07:13:17+00:00,2024-07-18 07:21:11+00:00,UX Tool,en
OpenZWave/open-zwave-control-panel,"UNMAINTAINED - We are looking for someone to maintain ozwcp! The OpenZWave Control Panel (ozwcp for short) is an application built on the OpenZWave library that permits users to query, manage and monitor Z-Wave nodes and networks. It provides a web based user interface using AJAX principles.",131,C++,72,https://github.com/OpenZWave/open-zwave-control-panel,2015-03-14 03:10:35+00:00,2024-09-11 02:22:45+00:00,UX Tool,en
AaravRajSIngh/Chatbot,"Cloud based Student Information Chatbot system.:     Functionality which the chatbot should have in this project :     Here are some Details:     A Student bot project is built using artificial algorithms that analyzes user’s queries and understand user’s message. This System is a  web application which provides answer to the query of the student. Students just have to query through the bot which is used for chatting. Students can chat using any format there is no specific format the user has to follow. The System uses built in artificial intelligence to answer the query. The answers are appropriate what the user queries. If the answer is found to invalid, user just need to select the invalid answer button which will notify the  admin about the incorrect answer.     Admin can view invalid answer through portal via login. System allows admin to delete the invalid answer or to add a specific answer of that equivalent question.     The User can query any college related activities through the system. The user does not have to personally go to the college for enquiry. The System analyzes the question and then answers to the user. The system answers to the query as if it is answered by the person.     With the help of artificial intelligence, the system answers the query asked by the students. The system replies using an effective Graphical user interface which implies that as if a real person is talking to the user. The user can query about the college related activities through online with the help of this web application.This system helps the student to be updated about the college activities.     For making it cloud based, deploy your web application integrated with AI in cloud platform. You can use any cloud platform AWS, GCP, Heroku etc.",131,PHP,89,https://github.com/AaravRajSIngh/Chatbot,2020-11-14 07:04:12+00:00,2024-10-03 15:20:08+00:00,UX Application,en
HandyOrg/HandyUI,Dribbble designs as WPF user interface,129,C#,23,https://github.com/HandyOrg/HandyUI,2020-08-12 08:26:06+00:00,2024-08-01 07:06:03+00:00,UX Related,en
LoganFairbairn/MatLayer,Provides a layer based wrapper user interface and utility functions for editing complex materials in Blender.,129,Python,6,https://github.com/LoganFairbairn/MatLayer,2021-09-27 15:21:20+00:00,2024-09-26 08:59:34+00:00,UX Application,en
interactivereport/cellxgene_VIP,"Enables cellxgene to generate violin, stacked violin, stacked bar, heatmap, volcano, embedding, dot, track, density, 2D density, sankey and dual-gene plot in high-resolution SVG/PNG format. It also performs differential gene expression analysis and provides a Command Line Interface (CLI) for advanced users to perform analysis using python and R.",129,HTML,44,https://github.com/interactivereport/cellxgene_VIP,2020-05-06 03:04:36+00:00,2024-08-29 01:06:07+00:00,Uncategorized,en
DSpace/dspace-angular,DSpace User Interface built on Angular.io,128,TypeScript,422,https://github.com/DSpace/dspace-angular,2016-11-15 13:16:32+00:00,2024-10-04 15:25:05+00:00,UX Related,en
prusa3d/PrusaControl,PrusaControl is an alternative user interface for Slic3r Prusa Edition,128,Python,45,https://github.com/prusa3d/PrusaControl,2015-10-20 09:26:51+00:00,2024-06-07 23:11:30+00:00,UX Related,en
PhHitachi/HackBar,"HackBar is a security audit tool that will enable you to pentest websites more easily. ... You can use it to check site security by performing SQL injections, XSS holes and more. It also has a user-friendly interface that makes it easy for you to do fuzz testing, hash generation, encoding and more.",128,JavaScript,65,https://github.com/PhHitachi/HackBar,2018-10-29 07:19:38+00:00,2024-09-27 16:35:34+00:00,Tool,en
bitwalker/artificery,A toolkit for creating terminal user interfaces in Elixir,127,Elixir,15,https://github.com/bitwalker/artificery,2018-03-21 02:17:36+00:00,2024-07-31 15:05:47+00:00,UX Tool,en
Snaiel/Godot4ThirdPersonCombatPrototype,"A prototype project for third person combat. Contains basics for player movement, camera, animations, combat, enemy AI, user interface, sound effects, and background music.",127,GDScript,19,https://github.com/Snaiel/Godot4ThirdPersonCombatPrototype,2023-06-23 05:08:38+00:00,2024-10-06 10:37:18+00:00,UX Application,en
mitevpi/gh-web-ui,Package for building web-based User Interfaces (UI) in Rhino Grasshopper.,126,C#,24,https://github.com/mitevpi/gh-web-ui,2020-05-01 17:51:34+00:00,2024-10-04 07:39:38+00:00,UX Related,en
Parabox-App/Parabox,"An instant messaging client with user-friendly interface, complete functions, and extensibility. | 界面友好，功能完善，可拓展的即时通讯客户端。",126,Kotlin,7,https://github.com/Parabox-App/Parabox,2022-04-18 06:31:23+00:00,2024-09-07 17:48:54+00:00,Uncategorized,en
CiscoDevNet/CiscoUIKit,"The Cisco Brand-approved user interface kit. A modern, lightweight, responsive and programmable presentation layer that can be used to style HTML primitive elements and UI-framework independent.",125,CSS,49,https://github.com/CiscoDevNet/CiscoUIKit,2017-06-24 17:33:52+00:00,2024-09-13 09:01:50+00:00,UX Tool,en
ActiveNick/HoloBot,HoloBot is a reusable 3D interface that allows HoloLens & VR users to interact with any bot using Mixed Reality & Speech.,124,C#,52,https://github.com/ActiveNick/HoloBot,2016-08-10 22:14:56+00:00,2024-05-07 05:48:12+00:00,Uncategorized,en
captbaritone/urlmeme,A meme generator where the URL is the user interface,123,JavaScript,18,https://github.com/captbaritone/urlmeme,2015-09-03 20:11:18+00:00,2024-08-21 16:59:46+00:00,UX Related,en
Tessellate-Imaging/Monk_Gui,A Graphical user Interface for deep learning and computer vision over Monk Libraries,122,Python,43,https://github.com/Tessellate-Imaging/Monk_Gui,2020-01-30 17:54:10+00:00,2024-07-25 15:12:51+00:00,UX Related,en
ypereirareis/docker-satis,Docker image to run Satis (private packagist) with Satisfy User Interface. Crontab and manual build possibility,122,Shell,51,https://github.com/ypereirareis/docker-satis,2015-03-17 10:16:55+00:00,2024-05-10 00:42:38+00:00,UX Related,en
AXeL-dev/distract-me-not,:no_entry: A lightweight website blocker with a user friendly interface,122,JavaScript,14,https://github.com/AXeL-dev/distract-me-not,2018-11-10 19:20:26+00:00,2024-10-03 13:29:16+00:00,Uncategorized,en
4IceG/luci-app-sms-tool,Simple user interface to handle SMS / USSD / AT commands via sms_tool application. | OpenWrt =< 19.07,122,HTML,37,https://github.com/4IceG/luci-app-sms-tool,2020-07-03 11:57:56+00:00,2024-10-02 18:58:25+00:00,UX Tool,en
maoruibin/ViewController,":pushpin: A view controller manages a set of views that make up a portion of your app’s user interface,it aims to make ui develop change more clear and flexible.(ViewControler 是一种界面开发组件化实现方式,利用它可以将一些复杂的 UI 界面开发组件化.)",122,Java,26,https://github.com/maoruibin/ViewController,2016-11-06 09:10:32+00:00,2023-08-03 07:09:26+00:00,UX Application,en
snapcrunch/electron-preferences,"A simple, consistent interface for managing user preferences within an Electron application.",121,JavaScript,30,https://github.com/snapcrunch/electron-preferences,2018-01-03 21:15:21+00:00,2024-08-03 20:27:40+00:00,Application,en
lcherone/LXD-UI,"A LXD user interface, powered by electron-vue.",120,Vue,21,https://github.com/lcherone/LXD-UI,2018-02-13 11:05:25+00:00,2024-09-24 17:15:41+00:00,UX Related,en
eraeco/joy,JOY is a JavaScript framework for building user interfaces and progressive applications.,120,JavaScript,25,https://github.com/eraeco/joy,2019-01-10 22:13:57+00:00,2024-07-03 15:40:27+00:00,UX Tool,en
highperformancecoder/scidavis-old,"SciDAVis is a user-friendly data analysis and visualization program primarily aimed at high-quality plotting of scientific data. It strives to combine an intuitive, easy-to-use graphical user interface with powerful features such as Python scriptability.",120,C++,40,https://github.com/highperformancecoder/scidavis-old,2015-06-29 23:35:40+00:00,2024-08-19 00:52:10+00:00,UX Related,en
collegeconnect/CollegeConnect,College Connect is an Android application aimed to be a one-stop-shop for all the college needs irrespective of college and course. It aims to create a helpful platform for all college students. The app uses Material UI for an attractive interface (subject to improvement) which attracts the user to stay on the app for more time and is available in both Light and Dark mode,120,Java,68,https://github.com/collegeconnect/CollegeConnect,2019-10-13 04:50:57+00:00,2024-10-04 23:30:04+00:00,Application,en
chenjshnn/Object-Detection-for-Graphical-User-Interface,Object Detection for Graphical User Interface: Old Fashioned or Deep Learning or a Combination?,119,Python,27,https://github.com/chenjshnn/Object-Detection-for-Graphical-User-Interface,2020-07-12 07:00:33+00:00,2024-08-26 08:36:37+00:00,UX Related,en
julienrf/scalm,Elm-inspired Scala library for writing web user interfaces,119,Scala,7,https://github.com/julienrf/scalm,2018-01-08 21:19:36+00:00,2024-07-04 10:11:27+00:00,UX Tool,en
gwgundersen/anno,"Anno is a thin user interface on Markdown files for easy and local text editing, organization, and portability.",119,JavaScript,8,https://github.com/gwgundersen/anno,2019-12-07 22:56:04+00:00,2024-07-08 01:55:48+00:00,UX Related,en
wikimedia/WikimediaUI-Style-Guide,"Wikimedia Design Style Guide with user interface focus, authored by Wikimedia Foundation Design team. ",118,HTML,100,https://github.com/wikimedia/WikimediaUI-Style-Guide,2016-07-14 18:08:20+00:00,2024-10-03 18:58:08+00:00,UX Related,en
pyfyre/pyfyre,🐍🔥 The Python web frontend framework for building reactive web user interfaces. ✨,118,Python,9,https://github.com/pyfyre/pyfyre,2021-03-10 20:34:34+00:00,2024-09-10 02:48:40+00:00,UX Tool,en
DioxusLabs/rink,Build reactive terminal user interfaces using Rust and Dioxus.,117,Rust,6,https://github.com/DioxusLabs/rink,2021-07-28 14:53:11+00:00,2024-07-09 14:43:31+00:00,UX Related,en
happyapplehorse/gptui,"GPTUI is a GPT conversational TUI (Textual User Interface) tool that runs within the terminal. It has some distinctive features, such as multi-AI group chat, AI-initiated care, and other functionalities.",116,Python,9,https://github.com/happyapplehorse/gptui,2023-10-04 16:03:55+00:00,2024-10-01 04:45:55+00:00,UX Tool,en
