name,description,stars,language,forks,url,created_at,updated_at
adeelibr/react-starter-kit,"React, Redux, Webpack, Material UI, Boostrap 4, Code Splitting, HMR",230,JavaScript,90,https://github.com/adeelibr/react-starter-kit,2018-09-29 14:53:32+00:00,2024-08-31 14:19:59+00:00
tsurupin/portfolio,"A blog and Portfolio CMS built with Rails, React, Redux, Material-UI, CSS Modules.",721,Ruby,148,https://github.com/tsurupin/portfolio,2016-04-14 10:27:33+00:00,2024-06-10 13:13:33+00:00
florent37/ArcLayout,With Arc Layout explore new styles and approaches on material design,1639,Java,239,https://github.com/florent37/ArcLayout,2016-11-18 14:41:06+00:00,2024-06-28 23:25:56+00:00
dternyak/React-Redux-Flask,Boilerplate application for a Python/Flask JWT Backend and a Javascript/React/Redux Front-End with Material UI.,1506,JavaScript,321,https://github.com/dternyak/React-Redux-Flask,2016-02-08 01:53:09+00:00,2024-07-31 03:12:36+00:00
nblthree/nextjs-with-material-ui-and-styled-components,Next.js with material-ui and styled-components,109,JavaScript,24,https://github.com/nblthree/nextjs-with-material-ui-and-styled-components,2019-03-13 15:15:53+00:00,2024-09-15 08:14:19+00:00
fable-compiler/fable-elmish-electron-material-ui-demo,"Complete boilerplate for Electron apps using Fable and Elmish with hot module reloading, time-travel debugging, etc.",113,F#,19,https://github.com/fable-compiler/fable-elmish-electron-material-ui-demo,2018-11-20 20:24:32+00:00,2024-08-28 13:25:53+00:00
HarinTrivedi/FABRevealMenu-master,A general purpose android UI library to show a user show menu in accordance of Floating action button with material design guidelines.,615,Java,117,https://github.com/HarinTrivedi/FABRevealMenu-master,2016-09-06 11:49:04+00:00,2024-05-27 21:11:27+00:00
varletjs/varlet,"A Vue3 component library based on Material Design 2 and 3, supporting mobile and desktop.",4868,Vue,616,https://github.com/varletjs/varlet,2020-10-30 13:32:43+00:00,2024-09-15 13:39:29+00:00
material-table-core/core,Datatable for React based on material-ui's table with additional features. Support us at https://opencollective.com/material-table-core,295,JavaScript,146,https://github.com/material-table-core/core,2020-12-20 01:13:47+00:00,2024-09-01 17:26:58+00:00
gorhom/react-native-paper-onboarding,Paper Onboarding is a material design UI slider for `React Native`.,840,TypeScript,47,https://github.com/gorhom/react-native-paper-onboarding,2020-02-29 17:51:41+00:00,2024-09-15 05:07:07+00:00
A-l-y-l-e/Alyle-UI,"Minimal Design, a set of components for Angular 16",291,HTML,43,https://github.com/A-l-y-l-e/Alyle-UI,2017-03-08 08:12:58+00:00,2024-09-01 00:49:49+00:00
treetips/typescript-nextjs-redux-material-ui-example,"next.js v9, typescript v3.7, redux, material-ui v4, react-hooks, redux-saga, SSR",119,TypeScript,17,https://github.com/treetips/typescript-nextjs-redux-material-ui-example,2018-10-15 15:40:35+00:00,2024-08-23 08:58:03+00:00
masastack/MASA.Blazor,"Blazor UI component library based on Material Design. Support Blazor Server, Blazor WebAssembly and MAUI Blazor. ",1160,C#,159,https://github.com/masastack/MASA.Blazor,2021-07-03 07:30:02+00:00,2024-09-14 09:35:25+00:00
mater1996/sc-ui,"微信小程序materail ui, 实现点击涟漪效果，重建radio,switch样式，input更加美观",110,JavaScript,12,https://github.com/mater1996/sc-ui,2018-05-12 12:16:51+00:00,2024-05-17 17:04:30+00:00
hiteshsahu/Material-UpVote,Material Upvote Animation  Implementation of UI Concept by Jan Kuijken,117,Java,17,https://github.com/hiteshsahu/Material-UpVote,2016-09-16 16:36:27+00:00,2024-02-22 11:49:25+00:00
tuckerconnelly/carbon-ui,React Native Material Design library for all platforms,209,JavaScript,17,https://github.com/tuckerconnelly/carbon-ui,2016-02-15 11:26:59+00:00,2024-07-27 13:57:26+00:00
async-labs/saas,"Build your own SaaS business with SaaS boilerplate. Productive stack: React, Material-UI, Next, MobX, WebSockets, Express, Node, Mongoose, MongoDB. Written with TypeScript.",4058,TypeScript,674,https://github.com/async-labs/saas,2018-04-06 03:39:25+00:00,2024-09-15 02:48:32+00:00
sugarac/react-cnodejs.org,"Material UI version of cnodejs.org, the biggest Node.js Chinese community.",243,JavaScript,93,https://github.com/sugarac/react-cnodejs.org,2017-12-29 19:37:29+00:00,2024-09-10 01:17:22+00:00
kireerik/razzle-material-ui-styled-example,Razzle Material-UI example with Styled Components using Express with compression,114,JavaScript,13,https://github.com/kireerik/razzle-material-ui-styled-example,2017-05-12 21:02:20+00:00,2024-05-17 16:46:05+00:00
harryho/react-crm,"A reusable CRM project for real-world business based on React 16, Redux & Material-UI 4",472,TypeScript,204,https://github.com/harryho/react-crm,2017-07-09 09:28:34+00:00,2024-09-05 01:02:55+00:00
sweetalert2/sweetalert2-themes,"Themes for SweetAlert2: Dark, Minimal, Borderless, Bootstrap, Material UI, WordPress Admin, Bulma, ...",221,SCSS,92,https://github.com/sweetalert2/sweetalert2-themes,2018-02-17 11:12:39+00:00,2024-09-03 09:08:41+00:00
ui-schema/ui-schema,"Use JSON-Schema with React, generate Forms + UIs with any design system, easy creation of complex custom widgets.",292,TypeScript,29,https://github.com/ui-schema/ui-schema,2020-01-18 20:25:20+00:00,2024-09-03 22:57:45+00:00
gopinav/React-MUI-Tutorials,Source code related to the React Material UI YouTube tutorial series ,129,TypeScript,82,https://github.com/gopinav/React-MUI-Tutorials,2022-01-27 13:00:12+00:00,2024-08-17 04:57:28+00:00
Ramotion/cardslider-android,:octocat: 🃏 Cardslider is a material design UI controller that allows you to swipe through cards with pictures and accompanying descriptions.,2346,Java,357,https://github.com/Ramotion/cardslider-android,2017-05-04 07:35:28+00:00,2024-09-04 14:11:48+00:00
mayneyao/gine-blog,Blog =  Gatsby + React + Material-UI +  Notion + Netlify ,180,JavaScript,21,https://github.com/mayneyao/gine-blog,2019-01-08 02:02:37+00:00,2024-06-29 00:50:52+00:00
florent37/BubbleTab,Put some bubble in your tabs and give your apps a supa fresh style !,534,Java,85,https://github.com/florent37/BubbleTab,2016-07-18 11:20:50+00:00,2024-06-27 13:03:49+00:00
radzenhq/radzen-blazor,"Radzen Blazor is a set of 90+ free native Blazor UI components packed with DataGrid, Scheduler, Charts and robust theming including Material design and FluentUI.",3452,C#,772,https://github.com/radzenhq/radzen-blazor,2019-02-07 10:46:19+00:00,2024-09-15 03:31:13+00:00
ofarukcaki/dataleaks,"Leakedsource like ""Data Breach Search Engine"" with cool Material UI",153,PHP,51,https://github.com/ofarukcaki/dataleaks,2018-05-11 17:14:46+00:00,2024-09-08 09:37:04+00:00
adminmart/Modernize-Nextjs-Free,Modernize Free Next.js 14 Admin Template with Material Ui  React + Typescript,191,TypeScript,76,https://github.com/adminmart/Modernize-Nextjs-Free,2023-03-01 13:05:24+00:00,2024-09-14 09:36:43+00:00
developit/preact-mdl,:boom: A collection of Preact Components that encapsulate Google's Material Design Lite.,187,JavaScript,20,https://github.com/developit/preact-mdl,2016-01-27 22:16:37+00:00,2024-05-21 20:18:49+00:00
p32929/portfolio-v2,"Second iteration of my portfolio - created using ReactJS, Material-UI, Overmind, etc",190,TypeScript,63,https://github.com/p32929/portfolio-v2,2020-04-17 13:48:37+00:00,2024-09-02 17:23:44+00:00
fiffty/react-treeview-mui,A Treeview UI written as a React Component (with material design),164,JavaScript,51,https://github.com/fiffty/react-treeview-mui,2016-09-27 15:23:10+00:00,2024-04-16 11:40:11+00:00
vuetifyjs/vuetify,🐉 Vue Component Framework,39640,TypeScript,6946,https://github.com/vuetifyjs/vuetify,2016-09-12 00:39:35+00:00,2024-09-15 12:14:16+00:00
sjdemartini/mui-tiptap,"A Material UI (MUI) styled WYSIWYG rich text editor, using Tiptap",292,TypeScript,39,https://github.com/sjdemartini/mui-tiptap,2023-04-23 15:25:48+00:00,2024-09-15 09:58:04+00:00
JunichiT/JTMaterialSwitch,"A Customizable Switch UI for iOS, Inspired from Google's Material Design",318,Objective-C,47,https://github.com/JunichiT/JTMaterialSwitch,2015-09-15 10:19:28+00:00,2024-09-04 13:38:12+00:00
Idean/Flutter-Neumorphic,"A complete, ready to use, Neumorphic ui kit for Flutter, 🕶️ dark mode compatible",2006,Dart,369,https://github.com/Idean/Flutter-Neumorphic,2020-02-19 14:49:02+00:00,2024-09-11 06:17:12+00:00
angular-material-extensions/password-strength,Angular UI library to illustrate and validate a password's strength with material design ,284,TypeScript,74,https://github.com/angular-material-extensions/password-strength,2018-04-08 19:53:27+00:00,2024-08-11 08:54:00+00:00
sardapv/angular-material-starter-template,"🍄 Angular 14 boilerplate that comes with Material-UI, Tailwind3, Purgecss, Jest & Cypress Support,  Optimal project structure & Interceptor inspired from popular blogs, source map analyzer tools, husky, all pre-configured and much more...",131,TypeScript,32,https://github.com/sardapv/angular-material-starter-template,2021-05-15 05:22:57+00:00,2024-08-30 15:08:12+00:00
elkozmon/zoonavigator,Web-based ZooKeeper UI / editor / browser,504,Shell,72,https://github.com/elkozmon/zoonavigator,2017-04-07 00:37:17+00:00,2024-09-06 02:25:36+00:00
cfnz/muirwik,Muirwik - a Material UI React wrapper written in Kotlin,132,Kotlin,25,https://github.com/cfnz/muirwik,2018-06-28 05:31:32+00:00,2024-05-01 04:12:04+00:00
CosmicMind/Motion,A library used to create beautiful animations and transitions for iOS.,1766,Swift,117,https://github.com/CosmicMind/Motion,2017-02-01 16:48:06+00:00,2024-08-05 03:22:50+00:00
s1varam/pokedex,"A simple Pokémon catalogue, built with React, Material-UI and PokéAPI.",159,JavaScript,36,https://github.com/s1varam/pokedex,2021-06-10 16:01:39+00:00,2024-09-11 06:56:55+00:00
pregiotek/ion-floating-menu,Material UI-like Floating Action Button and Menu for Ionic applications,102,JavaScript,43,https://github.com/pregiotek/ion-floating-menu,2016-02-27 19:05:31+00:00,2024-03-20 22:02:34+00:00
siriwatknp/mui-layout,Jump start Material-UI project with out tears,109,JavaScript,19,https://github.com/siriwatknp/mui-layout,2019-07-02 14:12:37+00:00,2024-01-25 02:22:08+00:00
flippingbitss/react-daterange-picker,A react date range picker to using @material-ui. Live Demo: https://flippingbitss.github.io/react-daterange-picker/,112,TypeScript,214,https://github.com/flippingbitss/react-daterange-picker,2019-03-23 16:38:13+00:00,2024-08-22 22:48:28+00:00
IgniteUI/igniteui-angular,"Ignite UI for Angular is a complete library of Angular-native, Material-based Angular UI components with the fastest grids and charts, Pivot Grid, Dock Manager, Hierarchical Grid, and more. ",571,TypeScript,160,https://github.com/IgniteUI/igniteui-angular,2016-02-11 13:28:16+00:00,2024-09-13 11:22:39+00:00
wpcodevo/JWT_Authentication_React,"JWT Authentication and Authorization with React, RTK Query, Material UI, React Hook Form and Zod.",211,TypeScript,70,https://github.com/wpcodevo/JWT_Authentication_React,2022-05-03 16:58:33+00:00,2024-09-11 20:13:00+00:00
ShivamJoker/Ylight-Music,"Awesome React PWA music streaming app built with Material UI using Youtube API's. Search, Play, Like & Download",278,JavaScript,123,https://github.com/ShivamJoker/Ylight-Music,2019-05-26 08:04:59+00:00,2024-08-14 21:37:21+00:00
zephyo/UI-Blur-LWRP-2020,UI background blur shader for Unity 2020 URP/LWRP/2D Renderer (usable for all Render Modes),128,ShaderLab,15,https://github.com/zephyo/UI-Blur-LWRP-2020,2020-09-05 14:25:42+00:00,2024-09-05 02:43:41+00:00
kysonic/riot-mui,Set of material ui components for riot js.,151,JavaScript,14,https://github.com/kysonic/riot-mui,2015-10-25 09:17:38+00:00,2023-08-16 15:21:33+00:00
tudorconstantin/knests,Full-stack boilerplate (project/hackathon starter) with Docker/NodeJS/Typescript/GraphQL/React/Material-UI,335,TypeScript,43,https://github.com/tudorconstantin/knests,2020-05-10 05:47:05+00:00,2024-09-05 17:30:45+00:00
steniowagner/store-system,"A Store System built with Electron, React, Material-UI, Redux, Redux-Saga, MySQL and Sequelize.",246,JavaScript,62,https://github.com/steniowagner/store-system,2018-07-22 14:17:50+00:00,2024-07-09 22:34:06+00:00
AtomMaterialUI/a-file-icon-idea,Atom Material Icons for JetBrains - Replace File and UI Icons for better visual grepping.,220,Kotlin,27,https://github.com/AtomMaterialUI/a-file-icon-idea,2017-09-18 18:49:30+00:00,2024-09-08 19:08:58+00:00
viclafouch/mui-tel-input,📌 A phone number input designed for MUI (Material ui) V6 built with libphonenumber-js,160,TypeScript,65,https://github.com/viclafouch/mui-tel-input,2022-03-12 09:17:31+00:00,2024-09-14 11:38:21+00:00
Ramotion/paper-switch,:octocat: 🎚 RAMPaperSwitch is a Swift material design UI module which paints over the parent view when the switch is turned on. iOS library by @Ramotion,2936,Swift,232,https://github.com/Ramotion/paper-switch,2014-11-26 09:26:50+00:00,2024-09-01 10:29:58+00:00
themeselection/materio-mui-nextjs-admin-template-free,"An enterprise-grade Next.js admin dashboard template. Made with developer experience first: Next.js v14 (App Router), Material UI (MUI), Tailwind CSS, TypeScript, ESLint, Prettier, VSCode Configs !! 🚀",1558,TypeScript,544,https://github.com/themeselection/materio-mui-nextjs-admin-template-free,2022-03-14 09:50:59+00:00,2024-09-14 11:41:39+00:00
bluzi/awesome-google-tasks,:rocket: Google Tasks for humans: Alternative Web UI for Google Tasks made with React,107,JavaScript,21,https://github.com/bluzi/awesome-google-tasks,2018-06-08 04:59:36+00:00,2024-09-05 22:01:49+00:00
williamluke4/Nitro,"An Example of a PWA using Nextjs, Material-UI, Typescript and Auth0 💗",280,TypeScript,22,https://github.com/williamluke4/Nitro,2018-07-10 07:50:53+00:00,2024-09-05 12:46:18+00:00
fujiyuu75/Sequent,A simple continuous animation library for Android UI.,255,Java,36,https://github.com/fujiyuu75/Sequent,2017-05-25 08:25:47+00:00,2024-08-26 15:42:04+00:00
react-theming/storybook-addon,Develop themable components with Emotion/Styled Components/Material-UI with help of Storybook & React Theming,206,JavaScript,36,https://github.com/react-theming/storybook-addon,2016-11-07 16:44:12+00:00,2023-11-07 12:43:46+00:00
lorensr/react-payment,"💳💰  React components for credit card and bank account forms, using material-ui",132,JavaScript,35,https://github.com/lorensr/react-payment,2016-08-11 18:34:08+00:00,2024-08-07 05:14:14+00:00
fsojitra/Registration-Login-and-CRUD-Action-using-MERN-stack,:high_brightness: :leaves: Nodejs(Express.js) + mongoDB + mongoose + JWT +   react.js + material-ui + axios(API call),157,JavaScript,50,https://github.com/fsojitra/Registration-Login-and-CRUD-Action-using-MERN-stack,2020-12-23 02:52:21+00:00,2024-08-23 17:02:08+00:00
mdbootstrap/perfect-scrollbar,Minimalistic but perfect custom scrollbar plugin. Get more free components with Material Design for Bootstrap UI Kit (link below),346,JavaScript,66,https://github.com/mdbootstrap/perfect-scrollbar,2022-03-23 14:10:43+00:00,2024-09-14 03:43:34+00:00
kealiu/ComfyUI-ZeroShot-MTrans,ZeST: Zero-Shot Material Transfer from a Single Image,152,Python,7,https://github.com/kealiu/ComfyUI-ZeroShot-MTrans,2024-04-24 07:54:40+00:00,2024-09-06 09:44:34+00:00
okld/streamlit-elements,"Create a draggable and resizable dashboard in Streamlit, featuring Material UI widgets, Monaco editor (Visual Studio Code), Nivo charts, and more!",674,TypeScript,77,https://github.com/okld/streamlit-elements,2021-04-15 23:20:11+00:00,2024-09-11 05:55:54+00:00
salomonelli/personal-portfolio,":information_desk_person: Portfolio made with React, Material UI and lots of :heart: :heart: :heart:",175,JavaScript,36,https://github.com/salomonelli/personal-portfolio,2017-04-28 13:52:56+00:00,2024-09-05 05:48:56+00:00
kiri-art/stable-diffusion-react-nextjs-mui-pwa,"PWA Web App front end for Stable Diffusion, on React/NextJS with Material UI",130,TypeScript,32,https://github.com/kiri-art/stable-diffusion-react-nextjs-mui-pwa,2022-08-31 11:15:58+00:00,2024-08-29 23:46:27+00:00
